0.0,0,107
0.5,0,107
1.0,0,107
1.5,0,107
2.0,0,107
2.5,0,107
3.0,0,107
3.5,0,107
4.0,0,107
4.5,0,107
5.0,0,107
5.5,0,107
6.0,0,107
6.5,0,107
7.0,0,107
7.5,0,107
8.0,0,107
8.5,0,107
9.0,0,107
9.5,0,107
10.0,0,107
10.5,0,107
11.0,0,107
11.5,0,107
12.0,0,107
12.5,0,107
13.0,0,107
13.5,0,107
14.0,0,107
14.5,0,107
15.0,0,107
15.5,0,107
16.0,0,107
16.5,0,107
17.0,0,107
17.5,0,107
18.0,0,107
18.5,0,107
19.0,0,107
19.5,0,107
20.0,0,107
20.5,0,107
21.0,0,107
21.5,0,107
22.0,0,107
22.5,0,107
23.0,0,107
23.5,0,107
24.0,0,107
24.5,0,107
25.0,0,107
25.5,0,107
26.0,0,107
26.5,0,107
27.0,0,107
27.5,0,107
28.0,0,107
28.5,0,107
29.0,0,107
29.5,0,107
30.0,0,107
30.5,0,107
31.0,0,107
31.5,0,107
32.0,0,107
32.5,0,107
33.0,0,107
33.5,0,107
34.0,0,107
34.5,0,107
35.0,0,107
35.5,0,107
36.0,0,107
36.5,0,107
37.0,0,107
37.5,0,107
38.0,0,107
38.5,0,107
39.0,0,107
39.5,0,107
40.0,0,107
40.5,0,107
41.0,0,107
41.5,0,107
42.0,0,107
42.5,0,107
43.0,0,107
43.5,0,107
44.0,0,107
44.5,0,107
45.0,0,107
45.5,0,107
46.0,0,107
46.5,0,107
47.0,0,107
47.5,0,107
48.0,0,107
48.5,0,107
49.0,0,107
49.5,0,107
50.0,0,107
50.5,0,107
51.0,0,107
51.5,0,107
52.0,0,107
52.5,0,107
53.0,0,107
53.5,0,107
54.0,0,107
54.5,0,107
55.0,0,107
55.5,0,107
56.0,0,107
56.5,0,107
57.0,0,107
57.5,0,107
58.0,0,107
58.5,0,107
59.0,0,107
59.5,0,107
60.0,0,107
60.5,0,107
61.0,0,107
61.5,0,107
62.0,0,107
62.5,0,107
63.0,0,107
63.5,0,107
64.0,0,107
64.5,0,107
65.0,0,107
65.5,0,107
66.0,0,107
66.5,0,107
67.0,0,107
67.5,0,107
68.0,0,107
68.5,0,107
69.0,0,107
69.5,0,107
70.0,0,107
70.5,0,107
71.0,0,107
71.5,0,107
72.0,0,107
72.5,0,107
73.0,0,107
73.5,0,107
74.0,0,107
74.5,0,107
75.0,0,107
75.5,0,107
76.0,0,107
76.5,0,107
77.0,0,107
77.5,0,107
78.0,0,107
78.5,0,107
79.0,0,107
79.5,0,107
80.0,0,107
80.5,0,107
81.0,0,107
81.5,0,107
82.0,0,107
82.5,0,107
83.0,0,107
83.5,0,107
84.0,0,107
84.5,0,107
85.0,0,107
85.5,0,107
86.0,0,107
86.5,0,107
87.0,0,107
87.5,0,107
88.0,0,107
88.5,0,107
89.0,0,107
89.5,0,107
90.0,0,107
90.5,0,107
91.0,0,107
91.5,0,107
92.0,0,107
92.5,0,107
93.0,0,107
93.5,0,107
94.0,0,107
94.5,0,107
95.0,0,107
95.5,0,107
96.0,0,107
96.5,0,107
97.0,0,107
97.5,0,107
98.0,0,107
98.5,0,107
99.0,0,107
99.5,0,107
100.0,0,107
0.0,0.5,107
0.5,0.5,107
1.0,0.5,107
1.5,0.5,107
2.0,0.5,107
2.5,0.5,107
3.0,0.5,107
3.5,0.5,107
4.0,0.5,107
4.5,0.5,107
5.0,0.5,107
5.5,0.5,107
6.0,0.5,107
6.5,0.5,107
7.0,0.5,107
7.5,0.5,107
8.0,0.5,107
8.5,0.5,107
9.0,0.5,107
9.5,0.5,107
10.0,0.5,107
10.5,0.5,107
11.0,0.5,107
11.5,0.5,107
12.0,0.5,107
12.5,0.5,107
13.0,0.5,107
13.5,0.5,107
14.0,0.5,107
14.5,0.5,107
15.0,0.5,107
15.5,0.5,107
16.0,0.5,107
16.5,0.5,107
17.0,0.5,107
17.5,0.5,107
18.0,0.5,107
18.5,0.5,107
19.0,0.5,107
19.5,0.5,107
20.0,0.5,107
20.5,0.5,107
21.0,0.5,107
21.5,0.5,107
22.0,0.5,107
22.5,0.5,107
23.0,0.5,107
23.5,0.5,107
24.0,0.5,107
24.5,0.5,107
25.0,0.5,107
25.5,0.5,107
26.0,0.5,107
26.5,0.5,107
27.0,0.5,107
27.5,0.5,107
28.0,0.5,107
28.5,0.5,107
29.0,0.5,107
29.5,0.5,107
30.0,0.5,107
30.5,0.5,107
31.0,0.5,107
31.5,0.5,107
32.0,0.5,107
32.5,0.5,107
33.0,0.5,107
33.5,0.5,107
34.0,0.5,107
34.5,0.5,107
35.0,0.5,107
35.5,0.5,107
36.0,0.5,107
